Title,Precio_USD,Fecha_de_publicacion,Visualizaciones,Dimension_terreno,Dimension_propiedad,Ambientes,Banos,Dormitorios,Tipo,Años_antiguedad,Operacion,Zona,Zona2,Superdestacado
Terrenos · 157m²,250000,2023-07-03T21:09:21.000Z,29,307,157,0,0,0,Terrenos,"60
años",Venta,Capital Federal,Versalles,destacado
,135000,5/30/22,16,36,36,1,1,0,Departamento,0 años,Venta,Capital Federal,Barrio Norte,simple
Departamento · 134m² · 4 Ambientes · 1 Cochera,285000,2023-07-20T19:47:47.000Z,27,145,134,4,2,3,Departamento,"40
años",Venta,Capital Federal,Caballito,superdestacado
Departamento · 37m² · 1 Ambiente,55000,2022-03-19T16:19:30.000Z,70,37,37,1,1,0,Departamento,"5
años",Venta,Capital Federal,Boedo,simple
Departamento · 44m² · 2 Ambientes,145000,2023-02-28T17:43:22.000Z,25,47,44,2,1,1,Departamento,"2
años",Venta,Capital Federal,Belgrano,superdestacado
Departamento · 57m² · 1 Ambiente,156907,2023-09-05T01:15:27.000Z,0,63,57,1,1,1,Departamento,0 años,Venta,Capital Federal,Núñez,superdestacado
Casa · 96m² · 5 Ambientes · 1 Cochera,245000,2023-05-29T20:33:43.000Z,207,126,96,5,2,4,Casa,"20
años",Venta,Capital Federal,Almagro,simple
Departamento · 33m² · 1 Ambiente,80000,2020-10-21T14:31:44.000Z,90,33,33,1,1,0,Departamento,"45
años",Venta,Capital Federal,Recoleta,destacado
Departamento · 33m² · 1 Ambiente,100000,2021-11-16T13:07:20.000Z,26,40,33,1,1,0,Departamento,"9
años",Venta,Capital Federal,Caballito,simple
Local comercial · 250m²,446,2023-01-29T02:44:37.000Z,0,250,250,0,0,0,Local Comercial,0 años,Alquiler,Capital Federal,Parque Chacabuco,simple
Departamento · 83m² · 3 Ambientes,343800,2023-07-25T19:10:19.000Z,0,88,83,3,2,2,Departamento,En construccion,Venta,Capital Federal,Palermo,simple
Garage · 12m²,30000,2022-03-15T23:08:55.000Z,0,12,12,0,0,0,Cochera,"40
años",Venta,Capital Federal,Recoleta,simple
Departamento · 30m² · 1 Ambiente,84500,1/16/23,0,34,30,1,1,0,Departamento,"8
años",Venta,Capital Federal,Núñez,simple
Oficina comercial · 300m² · 3 Ambientes,324,1/2/23,0,300,300,3,0,0,Local Comercial,,Alquiler,Capital Federal,Almagro,simple
Departamento · 122m² · 4 Ambientes · 1 Cochera,700,4/13/23,0,144,122,4,3,3,Departamento,"38
años",Alquiler Temporal,Capital Federal,Floresta,superdestacado
Departamento · 29m² · 1 Ambiente,118000,2023-03-21T18:03:39.000Z,0,50,29,1,1,0,Departamento,En construccion,Venta,Capital Federal,Palermo,simple
Departamento · 213m² · 4 Ambientes · 1 Cochera,4000,2023-03-29T20:54:12.000Z,30,225,213,4,4,3,Departamento,"8
años",Alquiler,Capital Federal,Belgrano,simple
Departamento · 35m² · 1 Ambiente,120000,8/19/23,0,41,35,1,1,0,Departamento,0 años,Venta,Capital Federal,Recoleta,simple
Departamento · 165m² · 6 Ambientes,2400,2022-10-21T21:06:17.000Z,0,165,165,6,0,3,Departamento,,Alquiler,Capital Federal,Recoleta,simple
Departamento · 59m² · 3 Ambientes,126900,11/14/22,0,92,59,3,1,1,Departamento,En construccion,Venta,Capital Federal,Barracas,simple
Departamento · 41m² · 2 Ambientes,90000,9/17/22,0,44,41,2,1,1,Departamento,"10
años",Venta,Capital Federal,Villa Crespo,simple
Oficina comercial · 1322m²,4080000,5/4/21,0,1322,1322,0,0,0,Local Comercial,"10
años",Venta,Capital Federal,Puerto Madero,simple
Departamento · 114m² · 4 Ambientes,139900,2023-07-17T13:06:10.000Z,187,125,114,4,1,3,Departamento,"103
años",Venta,Capital Federal,Monserrat,simple
Departamento · 180m² · 3 Ambientes · 2 Cocheras,4500,2022-09-09T22:10:12.000Z,28,180,180,3,2,2,Departamento,"4
años",Alquiler,Capital Federal,Puerto Madero,superdestacado
Departamento · 38m² · 2 Ambientes,110000,4/21/23,0,46,38,2,1,1,Departamento,0 años,Venta,Capital Federal,Villa Urquiza,superdestacado
Departamento · 76m² · 3 Ambientes,220000,4/21/23,0,111,76,3,1,2,Departamento,0 años,Venta,Capital Federal,Villa Urquiza,simple
Departamento · 29m² · 2 Ambientes,57000,6/15/21,0,30,29,2,1,1,Departamento,"48
años",Venta,Capital Federal,Barrio Norte,simple
Departamento · 41m² · 2 Ambientes,55900,2022-10-26T13:46:30.000Z,38,47,41,2,1,1,Departamento,"27
años",Venta,Capital Federal,San Cristobal,simple
Departamento · 46m² · 2 Ambientes · 1 Cochera,145000,12/1/21,0,46,46,2,1,1,Departamento,0 años,Venta,Capital Federal,San Telmo,destacado
,78000,6/4/22,42,35,30,1,1,1,Departamento,"10
años",Venta,Capital Federal,Belgrano,simple
,118000,9/19/22,155,80,40,2,1,1,Departamento,"3
años",Venta,Capital Federal,Villa Urquiza,simple
PH · 190m² · 5 Ambientes,430000,7/4/23,35,355,190,5,2,4,PH,"51
años",Venta,Capital Federal,Chacarita,superdestacado
Departamento · 40m² · 2 Ambientes,650,2023-07-10T14:28:55.000Z,77,45,40,2,2,1,Departamento,"7
años",Alquiler,Capital Federal,Villa Urquiza,simple
Departamento · 45m² · 2 Ambientes,700,5/10/23,0,45,45,2,0,1,Departamento,"5
años",Alquiler,Capital Federal,Barrio Norte,superdestacado
Departamento · 43m² · 2 Ambientes,155000,9/16/22,0,55,43,2,1,1,Departamento,0 años,Venta,Capital Federal,Belgrano,simple
Oficina comercial · 120m² · 5 Ambientes,235000,4/25/23,0,187,120,5,1,4,Local Comercial,"45
años",Venta,Capital Federal,Palermo,superdestacado
Departamento · 60m² · 2 Ambientes,1600,1/10/18,0,60,60,2,2,1,Departamento,"5
años",Alquiler Temporal,Capital Federal,Palermo,simple
Departamento · 55m² · 2 Ambientes · 1 Cochera,950,7/26/23,0,68,55,2,1,0,Departamento,"15
años",Alquiler Temporal,Capital Federal,Palermo,simple
Departamento · 110m² · 5 Ambientes,128000,2023-08-27T16:24:15.000Z,123,110,110,5,2,3,Departamento,"60
años",Venta,Capital Federal,Barrio Norte,simple
Departamento · 42m² · 2 Ambientes,169000,2021-07-27T21:41:56.000Z,0,46,42,2,0,1,Departamento,0 años,Venta,Capital Federal,Belgrano,simple
Departamento · 51m² · 2 Ambientes,90000,2023-07-06T14:44:47.000Z,71,51,51,2,1,1,Departamento,"50
años",Venta,Capital Federal,Barrio Norte,simple
Departamento · 56m² · 3 Ambientes · 1 Cochera,119990,2023-07-18T14:42:43.000Z,63,60,56,3,1,2,Departamento,"20
años",Venta,Capital Federal,Boedo,superdestacado
Departamento · 68m² · 3 Ambientes,203500,1/5/23,0,87,68,3,2,2,Departamento,,Venta,Capital Federal,Caballito,simple
Departamento · 37m² · 2 Ambientes,600,2023-08-18T18:17:53.000Z,141,40,37,2,1,1,Departamento,0 años,Alquiler Temporal,Capital Federal,Belgrano,superdestacado
Local comercial · 150m²,446,4/19/23,0,150,150,0,0,0,Local Comercial,0 años,Alquiler,Capital Federal,Barrio Norte,simple
Local comercial · 137m²,893,9/19/22,0,137,137,0,3,0,Local Comercial,En construccion,Alquiler,Capital Federal,Palermo,destacado
Departamento · 42m² · 2 Ambientes,104000,5/15/23,0,47,42,2,1,1,Departamento,"14
años",Venta,Capital Federal,Villa Urquiza,simple
Departamento · 127m² · 4 Ambientes · 1 Cochera,310000,3/16/23,0,137,127,4,2,3,Departamento,"40
años",Venta,Capital Federal,Palermo,superdestacado
Oficina comercial · 2260m² · 15 Cocheras,31640,2022-12-12T19:55:33.000Z,0,2260,2260,0,2,0,Local Comercial,0 años,Alquiler,Capital Federal,Retiro,simple
Oficina comercial · 580m²,525,2021-10-14T17:38:23.000Z,0,580,580,0,2,0,Local Comercial,"40
años",Alquiler,Capital Federal,Centro / Microcentro,simple
Depósito · 150m² · 1 Ambiente · 1 Cochera,446,2023-08-01T21:59:48.000Z,183,433,150,1,1,0,Depósito,"34
años",Alquiler,Capital Federal,Floresta,simple
Departamento · 250m² · 6 Ambientes · 1 Cochera,904,2022-12-19T18:32:50.000Z,0,276,250,6,5,5,Departamento,"15
años",Venta,Capital Federal,Palermo,simple
,391,6/8/23,0,53,53,3,1,0,Local Comercial,"25
Años",Alquiler,Capital Federal,Belgrano,free
"Bulnes 2700, Loft Torre Amoblado, C/vista Al Rio, Amenities. Torre Bulnes, Palermo.",219000,5/16/23,0,38,35,1,1,0,Departamento,"15
años",Venta,Capital Federal,Palermo,destacado
Departamento - Congreso,59900,8/23/17,0,46,46,2,1,1,Departamento,"60
años",Venta,Capital Federal,Congreso,simple
Departamento en Parque Patricios,125000,8/26/23,0,97,95,4,2,3,Departamento,"40
años",Venta,Capital Federal,Parque Patricios,superdestacado
Edificio Reciclado | Muy Buena Ubicación,2100,,0,420,420,0,3,0,Local Comercial,0 años,Alquiler,Capital Federal,Centro / Microcentro,superdestacado
Venta Departamento 3 Amb Alto Palermo Al Frente,170000,8/3/23,0,77,73,3,2,2,Departamento,"41
años",Venta,Capital Federal,Palermo,simple
Local comercial · 70m²,340,2023-09-01T13:56:11.000Z,69,70,70,0,1,0,Local Comercial,"40
años",Alquiler,Capital Federal,Núñez,simple
PH · 72m² · 4 Ambientes,99000,2023-03-28T18:16:31.000Z,45,80,72,4,1,3,PH,"51
años",Venta,Capital Federal,Villa General Mitre,simple
Departamento · 52m² · 2 Ambientes · 1 Cochera,180000,2023-09-05T19:11:18.000Z,79,57,52,2,1,1,Departamento,"10
años",Venta,Capital Federal,Palermo,free
,145000,5/12/21,0,59,49,3,1,2,Departamento,"35
años",Venta,Capital Federal,Villa Crespo,simple
,75000,10/30/22,80,61,43,2,1,1,Departamento,"40
años",Venta,Capital Federal,Almagro,simple
,96000,5/18/23,15,57,57,3,1,2,PH,"50
años",Venta,Capital Federal,Flores,simple
Departamento · 29m² · 1 Ambiente,84000,2023-06-21T15:02:11.000Z,0,32,29,1,1,0,Departamento,"4
años",Venta,Capital Federal,Belgrano,simple
Departamento · 66m² · 4 Ambientes,71000,2/15/23,0,66,66,4,2,3,Departamento,"48
años",Venta,Capital Federal,Balvanera,simple
Departamento · 121m² · 4 Ambientes · 1 Cochera,285000,2021-11-26T14:18:49.000Z,165,137,121,4,2,3,Departamento,"35
años",Venta,Capital Federal,Belgrano,superdestacado
Departamento · 60m² · 2 Ambientes · 1 Cochera,199000,2023-07-04T18:21:35.000Z,52,80,60,2,1,1,Departamento,"3
años",Venta,Capital Federal,Belgrano,superdestacado
Departamento · 75m² · 3 Ambientes,230000,2/14/23,0,80,75,3,2,2,Departamento,"16
años",Venta,Capital Federal,Belgrano,superdestacado
Terrenos · 199m²,79000,2022-05-31T19:10:39.000Z,17,200,199,0,0,0,Terrenos,"50
años",Venta,Capital Federal,Pompeya,simple
,0,6/2/20,0,60,60,3,1,2,Departamento,0 años,Alquiler Temporal,Capital Federal,Caballito,simple
,44900,3/21/23,229,37,37,2,1,1,Departamento,"35
años",Venta,Capital Federal,Flores,simple
,299000,3/29/23,0,139,125,0,1,0,Local Comercial,En construccion,Venta,Capital Federal,Núñez,simple
,19000,8/22/22,15,12,12,0,0,0,Cochera,"20
años",Venta,Capital Federal,Recoleta,simple
Departamento · 90m² · 3 Ambientes,1800,2023-08-16T20:16:19.000Z,47,90,90,3,1,2,Departamento,"90
años",Alquiler Temporal,Capital Federal,Recoleta,simple
,505000,9/4/22,0,180,166,5,3,4,Departamento,"14
Años",Venta,Capital Federal,Colegiales,simple
Departamento · 238m² · 5 Ambientes · 1 Cochera,11,2020-11-02T19:22:02.000Z,0,298,238,5,5,4,Departamento,"1
años",Venta,Capital Federal,Núñez,simple
Departamento · 54m² · 1 Ambiente,76000,1/31/23,0,67,54,1,1,0,Departamento,0 años,Venta,Capital Federal,Colegiales,superdestacado
Departamento · 62m² · 3 Ambientes,129000,2022-09-26T12:12:57.000Z,139,62,62,3,1,2,Departamento,"9
años",Venta,Capital Federal,Caballito,simple
Monoambiente con Balcón a Estrenar en Palermo Hollywood,96000,5/22/23,0,36,32,1,1,0,Departamento,0 años,Venta,Capital Federal,Palermo,superdestacado
Palermo • Paraguay 5100 • Monoambiente • Alquiler Temporario,700,8/25/23,0,39,36,1,1,0,Departamento,"10
años",Alquiler Temporal,Capital Federal,Palermo,superdestacado
Av de Mayo 1400 - Emblemático Edificio Conocido Como La Inmobiliaria!,600000,11/26/20,0,197,197,3,2,2,Departamento,"70
años",Venta,Capital Federal,Monserrat,simple
Departamento Monoambiente Venta Villa Pueyrredón,65000,7/12/22,0,34,30,1,1,0,Departamento,"4
años",Venta,Capital Federal,Villa Pueyrredón,simple
Departamento en Alquiler 2 Ambientes,500,2/17/23,0,60,60,2,1,0,Departamento,0 años,Alquiler,Capital Federal,Barrio Norte,simple
Departamento · 25m² · 1 Ambiente,120000,3/9/23,0,25,25,1,1,1,Departamento,"25
años",Venta,Capital Federal,Recoleta,simple
Departamento · 76m² · 3 Ambientes,125000,2023-07-17T17:22:39.000Z,45,76,76,3,1,2,Departamento,"62
años",Venta,Capital Federal,Palermo,simple
,175000,5/16/23,23,141,108,4,3,3,Departamento,"65
años",Venta,Capital Federal,Barrio Norte,simple
,260000,5/23/23,180,115,100,4,3,3,Departamento,"35
años",Venta,Capital Federal,Barrio Norte,simple
,6500,2/23/23,0,1000,1000,0,3,0,Local Comercial,"103
años",Alquiler,Capital Federal,Centro / Microcentro,simple
,63000,3/13/23,48,38,35,1,0,1,Departamento,"2
años",Venta,Capital Federal,Boedo,simple
,176000,11/27/20,61,200,150,4,4,3,PH,"10
años",Venta,Capital Federal,Villa General Mitre,simple
,108200,3/31/23,0,36,33,1,1,0,Departamento,0 años,Venta,Capital Federal,Villa Devoto,simple
,137000,3/7/21,34,84,84,4,2,3,Departamento,"70
años",Venta,Capital Federal,Caballito,simple
,140000,3/9/22,0,450,450,5,1,4,Cochera,,Venta,Capital Federal,Flores,simple
Departamento · 38m² · 1 Ambiente,92450,2022-05-27T19:08:46.000Z,0,43,38,1,1,0,Departamento,En construccion,Venta,Capital Federal,Retiro,simple
Oficina comercial · 305m² · 10 Ambientes,150000,2023-05-03T14:04:41.000Z,0,346,305,10,4,0,Local Comercial,"50
años",Venta,Capital Federal,Centro / Microcentro,superdestacado
,360000,5/24/23,18,117,101,3,2,2,Departamento,En construccion,Venta,Capital Federal,Villa Devoto,superdestacado
,150000,6/26/19,0,77,73,3,1,2,Departamento,"50
años",Venta,Capital Federal,Balvanera,simple
,164200,8/14/23,0,83,13,3,1,2,Departamento,0 años,Venta,Capital Federal,Villa del Parque,simple
,116009,12/14/22,57,58,42,2,1,1,Departamento,En construccion,Venta,Capital Federal,Villa Devoto,superdestacado
,2800000,10/27/22,0,2000,2000,1,0,0,Edificio,"36
años",Venta,Capital Federal,Recoleta,simple
,128000,3/31/23,0,81,44,2,1,1,Departamento,,Venta,Capital Federal,Flores,destacado
,43000,7/27/22,93,0,30,1,1,0,Departamento,"35
años",Venta,Capital Federal,Parque Avellaneda,simple
,320000,4/25/23,66,120,101,4,2,3,Departamento,"4
años",Venta,Capital Federal,Villa Devoto,simple
,96500,3/24/22,33,70,70,3,1,2,PH,"44
años",Venta,Capital Federal,Mataderos,simple
Departamento · 155m² · 4 Ambientes · 1 Cochera,445000,5/12/23,0,155,0,4,2,3,Departamento,"40
años",Venta,Capital Federal,Belgrano,superdestacado
Departamento · 67m² · 3 Ambientes,108000,2022-08-19T23:41:54.000Z,161,67,67,3,1,2,Departamento,"70
años",Venta,Capital Federal,Recoleta,superdestacado
PH · 107m² · 4 Ambientes,200000,10/31/22,0,139,107,4,1,3,PH,"40
años",Venta,Capital Federal,Núñez,simple
Oficina comercial · 162m² · 2 Cocheras,3000,9/19/22,0,162,162,0,3,0,Local Comercial,0 años,Alquiler,Capital Federal,Retiro,superdestacado
Departamento · 91m² · 3 Ambientes,0,2022-11-04T15:09:34.000Z,53,100,91,3,2,2,Departamento,En construccion,Venta,Capital Federal,Palermo,superdestacado
PH · 58m² · 3 Ambientes,129000,6/1/22,0,59,58,3,1,2,PH,"50
años",Venta,Capital Federal,Palermo,simple
Departamento · 85m² · 3 Ambientes · 1 Cochera,224500,2023-09-06T14:49:26.000Z,0,95,85,3,2,2,Departamento,En construccion,Venta,Capital Federal,Villa Crespo,simple
Departamento · 44m² · 2 Ambientes · 1 Cochera,134710,2023-07-13T16:54:06.000Z,16,47,44,2,1,1,Departamento,"4
años",Venta,Capital Federal,Caballito,superdestacado
Depósito · 150m²,167,2022-07-11T19:10:51.000Z,0,150,150,0,0,0,Depósito,0 años,Alquiler,Capital Federal,Tribunales,simple
Departamento · 35m²,65000,2023-07-04T17:49:55.000Z,210,55,35,0,0,0,Departamento,0 años,Venta,Capital Federal,Villa Urquiza,superdestacado
Departamento · 69m² · 3 Ambientes,69900,2022-11-09T14:44:18.000Z,72,69,69,3,2,2,Departamento,"103
años",Venta,Capital Federal,Monserrat,simple
,185000,4/25/23,0,67,67,1,1,0,Local Comercial,0 años,Venta,Capital Federal,Belgrano,simple
,1400,12/14/22,0,60,60,3,1,2,Departamento,"10
años",Alquiler Temporal,Capital Federal,Recoleta,simple
,349000,8/22/22,19,600,395,11,7,6,PH,"64
años",Venta,Capital Federal,Almagro,simple
,230000,8/3/22,62,101,101,4,1,3,Departamento,"30
años",Venta,Capital Federal,Palermo,simple
Departamento · 106m² · 6 Ambientes,185000,9/1/23,0,110,106,6,2,5,Departamento,"52
años",Venta,Capital Federal,San Nicolás,simple
Departamento · 75m² · 3 Ambientes,86900,8/30/23,34,75,75,3,1,2,Departamento,"20
años",Venta,Capital Federal,Floresta,simple
Departamento · 23m² · 1 Ambiente,69900,9/20/22,0,48,23,1,1,0,Departamento,"4
años",Venta,Capital Federal,Almagro,simple
Departamento · 52m² · 3 Ambientes,150000,3/27/22,0,70,52,3,1,2,Departamento,"49
años",Venta,Capital Federal,Parque Centenario,simple
Departamento · 40m² · 2 Ambientes · 1 Cochera,700,2/8/23,0,43,40,2,1,1,Departamento,"6
años",Alquiler Temporal,Capital Federal,San Telmo,superdestacado
PH · 50m² · 3 Ambientes,162,2023-08-10T20:41:53.000Z,627,73,50,3,1,2,PH,"30
años",Venta,Capital Federal,Belgrano,free
Departamento · 50m² · 2 Ambientes,86320,2023-09-05T14:33:35.000Z,0,54,50,2,1,1,Departamento,0 años,Venta,Capital Federal,Flores,simple
,79000,6/22/23,103,36,33,1,1,1,Departamento,"20
años",Venta,Capital Federal,Belgrano,destacado
,26500,7/6/23,0,1018,1018,0,3,0,Local Comercial,"8
años",Alquiler,Capital Federal,Centro / Microcentro,superdestacado
,73000,6/6/22,190,49,49,2,1,1,Departamento,"50
años",Venta,Capital Federal,Villa Devoto,superdestacado
,129000,9/4/23,23,67,64,3,1,2,Departamento,"50
años",Venta,Capital Federal,Caballito,simple
,130000,8/7/23,0,70,60,3,1,2,Departamento,"14
años",Venta,Capital Federal,Villa Lugano,simple
,90000,7/17/23,16,64,61,3,1,2,Departamento,"70
años",Venta,Capital Federal,Once,simple
,122000,11/11/21,26,50,50,2,1,1,Departamento,0 años,Venta,Capital Federal,Parque Chacabuco,superdestacado
,74000,11/29/22,28,45,39,1,1,0,Departamento,0 años,Venta,Capital Federal,Villa Ortuzar,simple
,99000,1/21/23,42,50,50,3,1,2,PH,"60
años",Venta,Capital Federal,Villa del Parque,simple
,75000,1/16/23,32,51,41,2,1,1,Departamento,0 años,Venta,Capital Federal,Congreso,superdestacado
Departamento · 61m² · 3 Ambientes,130000,2/24/23,0,61,61,3,1,2,Departamento,"30
años",Venta,Capital Federal,Villa Pueyrredón,simple
Departamento · 55m² · 2 Ambientes,185000,2023-07-14T17:06:23.000Z,0,70,55,2,1,1,Departamento,En construccion,Venta,Capital Federal,Palermo,superdestacado
Departamento · 44m² · 2 Ambientes · 1 Cochera,800,2023-08-24T06:45:39.000Z,0,47,44,2,1,1,Departamento,"6
años",Alquiler Temporal,Capital Federal,Villa Crespo,simple
Departamento · 85m² · 4 Ambientes · 1 Cochera,298000,2017-11-01T14:20:44.000Z,0,91,85,4,2,3,Departamento,"15
años",Venta,Capital Federal,Caballito,simple
PH · 150m² · 4 Ambientes,250000,2022-03-25T17:54:28.000Z,62,84,150,4,1,3,PH,"60
años",Venta,Capital Federal,Palermo,simple
Departamento · 65m² · 3 Ambientes,290,2023-08-17T17:08:07.000Z,81,65,65,3,1,2,Departamento,"60
años",Alquiler Temporal,Capital Federal,Flores,superdestacado
Departamento · 45m² · 1 Ambiente,700,9/5/23,19,45,45,1,1,1,Departamento,"15
años",Alquiler,Capital Federal,Puerto Madero,superdestacado
Garage · 997m² · 1 Ambiente · 2 Cocheras,25000,4/15/19,0,2000,997,1,0,0,Cochera,"30
años",Venta,Capital Federal,Belgrano,simple
Venta Duplex Parque Avellaneda Excelente Estado,115000,6/26/23,0,97,67,3,1,2,PH,"23
años",Venta,Capital Federal,Parque Avellaneda,superdestacado
Venta 3 Ambientes Amplios - Nuñez,123000,,0,65,62,3,1,2,Departamento,"48
años",Venta,Capital Federal,Núñez,superdestacado
Venta - Excelente Ubicación - Remodelado Completo! Palermo Nuevo! Acepta Bitcoins,82500,8/3/21,0,29,29,1,1,0,Departamento,"43
años",Venta,Capital Federal,Palermo,simple
,89000,4/23/23,224,65,65,3,2,2,Departamento,"40
años",Venta,Capital Federal,Caballito,superdestacado
,258000,9/21/21,0,107,107,4,1,3,PH,"35
años",Venta,Capital Federal,Agronomía,simple
,89000,6/30/20,0,41,38,1,1,0,Departamento,"5
años",Venta,Capital Federal,San Cristobal,simple
,35084,7/24/20,0,1253,1253,0,5,0,Local Comercial,"4
años",Alquiler,Capital Federal,San Nicolás,destacado
,113000,3/19/23,113,54,44,2,1,1,Departamento,0 años,Venta,Capital Federal,Caballito,superdestacado
Departamento · 69m² · 3 Ambientes · 1 Cochera,1500,2023-08-04T17:08:38.000Z,114,76,69,3,2,2,Departamento,0 años,Alquiler,Capital Federal,Palermo,destacado
Departamento · 80m² · 4 Ambientes · 1 Cochera,165000,2023-07-20T18:57:59.000Z,39,98,80,4,2,3,Departamento,"26
años",Venta,Capital Federal,Balvanera,simple
Departamento · 120m² · 3 Ambientes,149000,6/6/23,105,120,120,3,2,2,Departamento,"30
años",Venta,Capital Federal,Caballito,destacado
Oficina comercial · 98m² · 4 Ambientes,290000,4/14/23,0,108,98,4,1,3,Local Comercial,"5
años",Venta,Capital Federal,Belgrano,simple
,120000,8/15/23,30,54,48,2,1,1,Departamento,0 años,Venta,Capital Federal,Villa Crespo,simple
,220000,8/29/23,31,80,68,3,1,2,Departamento,"25
años",Venta,Capital Federal,Caballito,superdestacado
,87000,7/29/23,0,38,35,1,1,1,Departamento,En construccion,Venta,Capital Federal,Boedo,superdestacado
,430000,7/14/22,62,90,90,3,2,2,Departamento,"15
años",Venta,Capital Federal,Palermo,simple
,695000,4/26/23,15,235,205,6,3,4,Departamento,"10
años",Venta,Capital Federal,Parque Chacabuco,simple
,195000,3/30/22,0,57,46,2,1,1,Departamento,"8
años",Venta,Capital Federal,Belgrano,simple
,300000,4/24/23,0,370,370,0,2,0,Local Comercial,"40
años",Venta,Capital Federal,Monserrat,simple
PH Ideal Para Dos Familias,180000,12/12/18,0,165,82,4,3,3,PH,"35
años",Venta,Capital Federal,Villa Lugano,simple
Departamento · 2 Ambientes - 37 m² ·,89000,3/7/22,0,37,37,2,1,1,Departamento,,Venta,Capital Federal,Barrio Norte,simple
Local comercial · 390m²,2902,5/15/23,0,390,390,0,1,0,Local Comercial,0 años,Alquiler,Capital Federal,Once,simple
Departamento · 64m² · 3 Ambientes,185000,2022-03-16T15:15:59.000Z,27,64,64,3,2,2,Departamento,0 años,Venta,Capital Federal,Belgrano,simple
Departamento · 136m² · 5 Ambientes,180000,2023-02-02T13:43:43.000Z,49,137,136,5,2,4,Departamento,"69
años",Venta,Capital Federal,Monserrat,simple
Departamento · 26m² · 1 Ambiente,65000,2021-11-03T20:14:12.000Z,15,33,26,1,1,0,Departamento,"50
años",Venta,Capital Federal,Caballito,simple
,360000,9/15/22,0,300,300,0,4,0,Local Comercial,0 años,Venta,Capital Federal,Once,superdestacado
,70000,4/19/23,224,140,116,4,2,3,Casa,"45
años",Venta,Capital Federal,Pompeya,simple
,268000,7/31/18,0,137,120,4,2,0,Departamento,"60
años",Venta,Capital Federal,Palermo,superdestacado
,118000,9/29/21,0,36,25,2,0,1,Departamento,,Venta,Capital Federal,Palermo,simple
,61000,11/10/21,0,46,46,2,1,1,Departamento,,Venta,Capital Federal,Velez Sarsfield,simple
,1100000,4/12/23,0,153,153,2,1,1,Departamento,0 años,Venta,Capital Federal,Puerto Madero,simple
Departamento · 70m² · 3 Ambientes · 1 Cochera,169000,2023-08-17T17:42:18.000Z,511,79,70,3,2,2,Departamento,"18
años",Venta,Capital Federal,Villa Urquiza,superdestacado
Departamento · 55m² · 2 Ambientes · 1 Cochera,290000,2020-11-13T18:21:57.000Z,18,66,55,2,1,1,Departamento,"10
años",Venta,Capital Federal,Villa Devoto,simple
Departamento · 95m² · 4 Ambientes,185000,8/28/23,39,113,95,4,2,3,Departamento,"30
años",Venta,Capital Federal,Barrio Norte,superdestacado
Local comercial · 800m²,3000,2023-08-18T19:45:10.000Z,0,800,800,0,1,0,Local Comercial,"20
años",Alquiler Temporal,Capital Federal,Balvanera,simple
Departamento - Puerto Madero,1300000,2/24/22,0,276,197,4,3,3,Departamento,"7
años",Venta,Capital Federal,Puerto Madero,simple
"Venta Consultorios Apto Centro Médico, Odontologo.",170000,12/7/22,0,200,180,0,3,0,Local Comercial,"33
años",Venta,Capital Federal,Villa Devoto,simple
Av de Los Constituyentes 4500 PH 4amb + Local U$278.000,278000,5/30/23,0,196,130,4,2,3,PH,"60
años",Venta,Capital Federal,Parque Chas,simple
Venta PH 3 Ambientes con Terraza Propia! Villa Devoto,120000,12/26/22,0,126,70,3,1,2,PH,"50
años",Venta,Capital Federal,Villa Devoto,destacado
"Venta 2 Ambientes en Caballito, Vista Panoramica, Piso 23",69000,11/16/21,0,39,39,2,1,1,Departamento,"47
años",Venta,Capital Federal,Caballito,simple
Excelente Dto.3 Amb. Frente - Balcon - Semipiso - Impecable Estado - Cochera Fija Techada,110000,5/12/23,0,64,60,3,1,2,Departamento,0 años,Venta,Capital Federal,Parque Avellaneda,simple
PH - Barracas,98000,12/18/20,0,76,60,3,1,2,PH,"60
años",Venta,Capital Federal,Barracas,simple
Departamento · 95m² · 3 Ambientes,1500,2023-01-05T19:48:26.000Z,31,95,95,3,2,2,Departamento,"40
años",Alquiler,Capital Federal,Recoleta,destacado
Garage · 25m²,23000,5/22/23,0,25,25,0,0,0,Cochera,0 años,Venta,Capital Federal,Tribunales,simple
PH · 137m² · 4 Ambientes,230000,2023-08-28T16:05:33.000Z,236,137,137,4,2,3,PH,"60
años",Venta,Capital Federal,Caballito,superdestacado
Departamento · 32m² · 2 Ambientes,62500,5/22/23,209,32,32,2,1,1,Departamento,"57
años",Venta,Capital Federal,Barrio Norte,superdestacado
Local comercial · 70m² · 1 Ambiente,279,2023-09-05T17:46:37.000Z,174,70,70,1,1,0,Local Comercial,"20
años",Alquiler,Capital Federal,Palermo,destacado
Oficina comercial · 465m²,9000,2023-04-05T00:52:10.000Z,0,465,465,0,0,0,Local Comercial,0 años,Alquiler,Capital Federal,Barrio Norte,simple
Casa · 86m² · 4 Ambientes · 1 Cochera,160000,2023-05-18T21:45:13.000Z,322,153,86,4,1,3,Casa,"45
años",Venta,Capital Federal,Floresta,superdestacado
Casa · 250m² · 4 Ambientes,250000,8/3/20,0,303,250,4,1,3,Casa,"60
años",Venta,Capital Federal,Flores,simple
